path	dialect	success	final_k	final_epsilon	quietest_attack_snr	num_iter	last_wer	last_transcription
common_voice_ca_19274266.mp3	nord	1	8	0.008235429999999997	25.956993894218424	450	NONE	NONE
common_voice_ca_31435627.mp3	nord	1	8	0.008235429999999997	40.06291473174828	906	NONE	NONE
common_voice_ca_31375748.mp3	nord	1	8	0.008235429999999997	40.44014815351554	493	NONE	NONE
common_voice_ca_31194828.mp3	nord	1	3	0.048999999999999995	24.955723513105575	2000	NONE	NONE
common_voice_ca_33435009.mp3	nord	1	8	0.008235429999999997	34.345556958754315	835	NONE	NONE
common_voice_ca_30884859.mp3	nord	1	8	0.008235429999999997	36.86240107685889	131	NONE	NONE
common_voice_ca_19412566.mp3	nord	1	8	0.008235429999999997	22.712561696736273	136	NONE	NONE
common_voice_ca_32219852.mp3	nord	1	8	0.008235429999999997	39.76752353626454	849	NONE	NONE
common_voice_ca_32677051.mp3	nord	1	8	0.008235429999999997	35.3230814539119	422	NONE	NONE
common_voice_ca_30908306.mp3	nord	1	7	0.011764899999999997	36.99077732363292	2000	NONE	NONE
common_voice_ca_31470643.mp3	nord	1	4	0.0343	27.8500028009716	2000	NONE	NONE
common_voice_ca_19399163.mp3	nord	1	8	0.008235429999999997	22.4410248750402	109	NONE	NONE
common_voice_ca_32369689.mp3	nord	0	NONE	NONE	NONE	NONE	0.8333333333333334	portam a anlloc weba balbat
common_voice_ca_35064252.mp3	nord	0	NONE	NONE	NONE	NONE	0.8333333333333334	portamaanvellció ss web malwt
common_voice_ca_31010012.mp3	nord	1	8	0.008235429999999997	36.7007053032968	704	NONE	NONE
common_voice_ca_31389077.mp3	nord	1	8	0.008235429999999997	39.794756531206346	262	NONE	NONE
common_voice_ca_36508059.mp3	nord	1	7	0.011764899999999997	38.458706466263386	2000	NONE	NONE
common_voice_ca_30870000.mp3	nord	1	3	0.048999999999999995	23.793945026758433	2000	NONE	NONE
common_voice_ca_30966593.mp3	nord	0	NONE	NONE	NONE	NONE	0.5	espartam a un lloca veb malvat
common_voice_ca_27554088.mp3	nord	0	NONE	NONE	NONE	NONE	0.6666666666666666	portà'm aulaeloc web malvat
common_voice_ca_19451055.mp3	nord	1	8	0.008235429999999997	26.349078988178192	171	NONE	NONE
common_voice_ca_19449208.mp3	nord	1	8	0.008235429999999997	30.276067517759717	119	NONE	NONE
common_voice_ca_31375764.mp3	nord	1	8	0.008235429999999997	40.083691508193326	397	NONE	NONE
common_voice_ca_31455962.mp3	nord	1	8	0.008235429999999997	39.38948390941854	1317	NONE	NONE
common_voice_ca_32280242.mp3	nord	1	6	0.016806999999999996	33.57164929665757	2000	NONE	NONE
common_voice_ca_19137437.mp3	nord	1	8	0.008235429999999997	23.52269149458109	256	NONE	NONE
common_voice_ca_30875132.mp3	nord	1	8	0.008235429999999997	33.66956733400486	208	NONE	NONE
common_voice_ca_32173695.mp3	nord	0	NONE	NONE	NONE	NONE	1.0	puritas mauyanlloc wamalat
common_voice_ca_19104066.mp3	nord	1	8	0.008235429999999997	23.090788953717272	97	NONE	NONE
common_voice_ca_30746086.mp3	nord	1	8	0.008235429999999997	41.12616784399334	280	NONE	NONE
common_voice_ca_19081569.mp3	nord	1	8	0.008235429999999997	26.463891848034105	220	NONE	NONE
common_voice_ca_29460489.mp3	nord	1	8	0.008235429999999997	27.53381906411171	126	NONE	NONE
common_voice_ca_32162808.mp3	nord	1	8	0.008235429999999997	38.99849622457219	233	NONE	NONE
common_voice_ca_19110481.mp3	nord	1	8	0.008235429999999997	33.164388432066374	192	NONE	NONE
common_voice_ca_32169803.mp3	nord	1	8	0.008235429999999997	33.17944122763463	274	NONE	NONE
common_voice_ca_31177374.mp3	nord	1	8	0.008235429999999997	40.536335935748	549	NONE	NONE
common_voice_ca_33486392.mp3	balear	1	8	0.008235429999999997	37.35799840503193	313	NONE	NONE
common_voice_ca_34147939.mp3	balear	1	6	0.016806999999999996	34.29114488109211	2000	NONE	NONE
common_voice_ca_20495096.mp3	balear	0	NONE	NONE	NONE	NONE	0.6666666666666666	prsm a un loc deb manvat
common_voice_ca_31928435.mp3	balear	1	8	0.008235429999999997	36.711284378653055	284	NONE	NONE
common_voice_ca_33894932.mp3	balear	1	2	0.06999999999999999	21.260025318500915	2000	NONE	NONE
common_voice_ca_19081476.mp3	balear	1	8	0.008235429999999997	38.43285155673872	482	NONE	NONE
common_voice_ca_38185146.mp3	balear	1	8	0.008235429999999997	39.7288919448203	938	NONE	NONE
common_voice_ca_37561841.mp3	balear	1	8	0.008235429999999997	40.49992947149942	431	NONE	NONE
common_voice_ca_22198319.mp3	balear	0	NONE	NONE	NONE	NONE	0.8333333333333334	sprtna'malaoun lloc vabmalvat
common_voice_ca_34561806.mp3	balear	1	8	0.008235429999999997	38.972294809649306	624	NONE	NONE
common_voice_ca_33895063.mp3	balear	0	NONE	NONE	NONE	NONE	0.16666666666666666	ortam a un lloc web malvat
common_voice_ca_32858897.mp3	balear	0	NONE	NONE	NONE	NONE	0.6666666666666666	portarm a uni alloc ed malvat
common_voice_ca_31921666.mp3	balear	1	8	0.008235429999999997	36.15694317133101	353	NONE	NONE
common_voice_ca_37561840.mp3	balear	1	8	0.008235429999999997	40.76927093509653	581	NONE	NONE
common_voice_ca_32300725.mp3	balear	1	8	0.008235429999999997	34.40023909491505	123	NONE	NONE
common_voice_ca_17399957.mp3	balear	1	2	0.06999999999999999	19.97425174538364	2000	NONE	NONE
common_voice_ca_33449704.mp3	balear	1	8	0.008235429999999997	35.99681729771375	300	NONE	NONE
common_voice_ca_37560414.mp3	balear	1	7	0.011764899999999997	38.634724075344835	2000	NONE	NONE
common_voice_ca_37589340.mp3	balear	1	8	0.008235429999999997	39.06064954244823	104	NONE	NONE
common_voice_ca_33506834.mp3	balear	1	8	0.008235429999999997	35.13972574399502	644	NONE	NONE
common_voice_ca_30774380.mp3	balear	1	8	0.008235429999999997	40.6115551301784	504	NONE	NONE
common_voice_ca_33506911.mp3	balear	0	NONE	NONE	NONE	NONE	0.16666666666666666	portiasem a un lloc web malvat
common_voice_ca_23907727.mp3	balear	1	8	0.008235429999999997	38.678439513216915	260	NONE	NONE
common_voice_ca_31126060.mp3	balear	1	8	0.008235429999999997	37.62081750337961	146	NONE	NONE
common_voice_ca_33894502.mp3	balear	1	7	0.011764899999999997	36.65439006424847	2000	NONE	NONE
common_voice_ca_33894547.mp3	balear	1	6	0.016806999999999996	34.69019875890375	2000	NONE	NONE
common_voice_ca_37560191.mp3	balear	0	NONE	NONE	NONE	NONE	0.8333333333333334	epecstam da arnya  lluc me malvat
common_voice_ca_35208456.mp3	balear	1	8	0.008235429999999997	38.19783368401283	1887	NONE	NONE
common_voice_ca_30806373.mp3	balear	0	NONE	NONE	NONE	NONE	1.0	portamia aun loc vebiamalvat
common_voice_ca_17460030.mp3	balear	1	8	0.008235429999999997	31.158461146171952	351	NONE	NONE
common_voice_ca_31429022.mp3	balear	1	8	0.008235429999999997	37.02780587479757	664	NONE	NONE
common_voice_ca_32141411.mp3	balear	1	8	0.008235429999999997	40.091248080422055	679	NONE	NONE
common_voice_ca_35016460.mp3	balear	1	8	0.008235429999999997	37.62198560384397	1410	NONE	NONE
common_voice_ca_19905215.mp3	balear	1	8	0.008235429999999997	39.74242180524178	1003	NONE	NONE
common_voice_ca_32399779.mp3	balear	1	8	0.008235429999999997	40.24919305876337	1068	NONE	NONE
common_voice_ca_37559785.mp3	balear	1	8	0.008235429999999997	41.805959323931404	865	NONE	NONE
common_voice_ca_37659020.mp3	balear	1	7	0.011764899999999997	38.654349511651276	2000	NONE	NONE
common_voice_ca_37578172.mp3	balear	1	1	0.1	11.364345789506554	2000	NONE	NONE
common_voice_ca_31057906.mp3	balear	1	8	0.008235429999999997	39.0903844204561	177	NONE	NONE
common_voice_ca_31091552.mp3	balear	1	8	0.008235429999999997	40.368461888764216	1162	NONE	NONE
common_voice_ca_34186549.mp3	balear	1	8	0.008235429999999997	33.89683991741493	132	NONE	NONE
common_voice_ca_37562746.mp3	balear	1	8	0.008235429999999997	36.853630270691234	497	NONE	NONE
common_voice_ca_36329627.mp3	balear	1	8	0.008235429999999997	35.8389238913355	167	NONE	NONE
common_voice_ca_30801569.mp3	balear	1	7	0.011764899999999997	36.91084058091768	2000	NONE	NONE
common_voice_ca_32085607.mp3	balear	1	8	0.008235429999999997	38.12607758076637	1205	NONE	NONE
common_voice_ca_30859666.mp3	balear	1	8	0.008235429999999997	41.37232735236731	272	NONE	NONE
common_voice_ca_33486705.mp3	balear	1	8	0.008235429999999997	33.856235275373464	560	NONE	NONE
common_voice_ca_37899894.mp3	balear	1	8	0.008235429999999997	36.1181177004931	499	NONE	NONE
common_voice_ca_19081695.mp3	balear	1	8	0.008235429999999997	38.583751559211606	205	NONE	NONE
common_voice_ca_33486678.mp3	balear	0	NONE	NONE	NONE	NONE	0.5	portadm a un lló web alvat
common_voice_ca_37151337.mp3	nord-occidental	1	8	0.008235429999999997	36.143491101572884	229	NONE	NONE
common_voice_ca_31107454.mp3	nord-occidental	1	8	0.008235429999999997	40.44967562455842	1341	NONE	NONE
common_voice_ca_37080041.mp3	nord-occidental	1	8	0.008235429999999997	34.389577832953044	236	NONE	NONE
common_voice_ca_24685807.mp3	nord-occidental	1	8	0.008235429999999997	39.168130895980745	609	NONE	NONE
common_voice_ca_37489883.mp3	nord-occidental	1	8	0.008235429999999997	31.782268427942046	578	NONE	NONE
common_voice_ca_29303488.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.5	portalm a unlloc web malvat
common_voice_ca_19146565.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.6666666666666666	porti'm a una llora ver malvat
common_voice_ca_30893696.mp3	nord-occidental	1	8	0.008235429999999997	40.34921114831437	326	NONE	NONE
common_voice_ca_34505597.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.6666666666666666	jotimanlluc web malvat
common_voice_ca_37036554.mp3	nord-occidental	1	8	0.008235429999999997	39.15965318374027	1242	NONE	NONE
common_voice_ca_38795667.mp3	nord-occidental	1	8	0.008235429999999997	32.036231687321084	296	NONE	NONE
common_voice_ca_18832861.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	1.0	portamaanllocwebmlvat
common_voice_ca_28331496.mp3	nord-occidental	1	8	0.008235429999999997	37.872610584521794	547	NONE	NONE
common_voice_ca_30928918.mp3	nord-occidental	1	7	0.011764899999999997	37.92385813681111	2000	NONE	NONE
common_voice_ca_36828386.mp3	nord-occidental	1	8	0.008235429999999997	37.524233881693405	317	NONE	NONE
common_voice_ca_30499633.mp3	nord-occidental	1	8	0.008235429999999997	33.57495442278371	220	NONE	NONE
common_voice_ca_37127124.mp3	nord-occidental	1	8	0.008235429999999997	36.90261316733691	131	NONE	NONE
common_voice_ca_27549474.mp3	nord-occidental	1	8	0.008235429999999997	36.857247259094315	506	NONE	NONE
common_voice_ca_30536086.mp3	nord-occidental	1	1	0.1	18.381959492109125	2000	NONE	NONE
common_voice_ca_30725300.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.16666666666666666	porta'm a un lloc veb malvat
common_voice_ca_30814600.mp3	nord-occidental	1	8	0.008235429999999997	37.352578842918675	1480	NONE	NONE
common_voice_ca_20719481.mp3	nord-occidental	1	1	0.1	17.6595742564619	2000	NONE	NONE
common_voice_ca_35132351.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.6666666666666666	porta'm a unlloc seb malvatió
common_voice_ca_37823830.mp3	nord-occidental	1	8	0.008235429999999997	32.85400203736614	222	NONE	NONE
common_voice_ca_30893415.mp3	nord-occidental	1	8	0.008235429999999997	36.39823251468709	418	NONE	NONE
common_voice_ca_37645383.mp3	nord-occidental	1	8	0.008235429999999997	36.08101628620982	206	NONE	NONE
common_voice_ca_30849701.mp3	nord-occidental	1	7	0.011764899999999997	37.15304417488812	2000	NONE	NONE
common_voice_ca_30928949.mp3	nord-occidental	1	8	0.008235429999999997	39.3160361842038	357	NONE	NONE
common_voice_ca_38521475.mp3	nord-occidental	1	8	0.008235429999999997	34.96568808909805	219	NONE	NONE
common_voice_ca_31281898.mp3	nord-occidental	1	8	0.008235429999999997	37.663944457316404	790	NONE	NONE
common_voice_ca_30727322.mp3	nord-occidental	1	6	0.016806999999999996	30.71867970570785	2000	NONE	NONE
common_voice_ca_32503377.mp3	nord-occidental	1	8	0.008235429999999997	35.406026537735656	178	NONE	NONE
common_voice_ca_27549430.mp3	nord-occidental	1	8	0.008235429999999997	33.66348561270061	279	NONE	NONE
common_voice_ca_36920068.mp3	nord-occidental	1	8	0.008235429999999997	35.64271920164276	360	NONE	NONE
common_voice_ca_19084709.mp3	nord-occidental	1	2	0.06999999999999999	20.941773916164124	2000	NONE	NONE
common_voice_ca_24277289.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.8333333333333334	portama run llac web malvad
common_voice_ca_36903151.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.16666666666666666	porta'm a un lloc pe malvat
common_voice_ca_31010697.mp3	nord-occidental	1	8	0.008235429999999997	38.87314841972003	490	NONE	NONE
common_voice_ca_36915592.mp3	nord-occidental	1	8	0.008235429999999997	35.51294036758271	181	NONE	NONE
common_voice_ca_37973111.mp3	nord-occidental	1	8	0.008235429999999997	33.93131555284733	193	NONE	NONE
common_voice_ca_31221076.mp3	nord-occidental	1	8	0.008235429999999997	39.51792548509678	184	NONE	NONE
common_voice_ca_27548884.mp3	nord-occidental	1	8	0.008235429999999997	40.14475159784962	273	NONE	NONE
common_voice_ca_40076634.mp3	nord-occidental	1	8	0.008235429999999997	31.584590617795104	234	NONE	NONE
common_voice_ca_37175058.mp3	nord-occidental	1	8	0.008235429999999997	41.554150404961334	533	NONE	NONE
common_voice_ca_37786793.mp3	nord-occidental	1	8	0.008235429999999997	33.195407882158705	294	NONE	NONE
common_voice_ca_20072515.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	1.0	sportasmanllosbeabmalvat
common_voice_ca_35237011.mp3	nord-occidental	1	8	0.008235429999999997	41.01360647754824	251	NONE	NONE
common_voice_ca_34772265.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.5	psortamhaaun lloc web malvat
common_voice_ca_31313326.mp3	nord-occidental	1	7	0.011764899999999997	37.17314893634559	2000	NONE	NONE
common_voice_ca_28060992.mp3	nord-occidental	0	NONE	NONE	NONE	NONE	0.5	poranoma un lloc web alavat
