Dialect	Target	ASR Output	WER	CER
valencià	què hi ha al carrer cardenal tedeschini cantonada lorena	què hi ha al carrer cardenalte desquiní cantonada lorena	0.2222222222222220	0.08928571428571430
valencià	cada recorregut s'omple de rampes  baranes  salts i altres objectes variats	cada recorregut s'omple de rampes  baranes  salts i altres objectes variats	0.0	0.0
valencià	pertany al terme municipal de la torre de cabdella  dins de l'antic terme de mont ros	pertany al terme municipal de la torre de cabdella dins de l'antic terme de mont ros	0.0	0.0
valencià	dins d'aquestes substàncies s'ha de distingir entre barreges ordinàries i dissolucions	dins d'aquestes substàncies s'ha de distingir entre barreges ordinàries i dissolucions	0.0	0.0
valencià	conjunt de capella  rectoria i cementiri en un mateix bloc	conjunt de capella rectoria i cementiri en un mateixi ploc	0.2	0.034482758620689700
valencià	treure a la conversa	treure a la conversa	0.0	0.0
valencià	va exercir aquest ofici a la campània  on va conèixer a octavi	va exercir aquest ofici a la campània  on va conèixer a octavi	0.0	0.0
valencià	conservà il·lès el seu candor	conserva il·les  el seu candor	0.4	0.06896551724137930
valencià	pot ser el mateix onèsim citat per ignasi d'antioquia com a bisbe d'efes	pot ser el mateix honèsim citat per ignèsit antigoquia com a bisbe d'efes	0.23076923076923100	0.08333333333333330
valencià	un home i una dona parats al carrer de la ciutat parlant entre ells	un home i una dona parats al carrer de la ciutat parlant entre ells	0.0	0.0
valencià	els arranjaments de corda eren d'en bedford	els arranjaments de corda eren den bedford	0.14285714285714300	0.023255813953488400
valencià	els fidels cremen el paper d'encens i recullen el menjar després de l'adoració	els fidels cremen el paper d'encens i recullen el menjar després de l'adoració	0.0	0.0
valencià	anem a besalú	anem a besalú	0.0	0.0
valencià	al tercer bloc apareix com a clau el concepte d'interseccionalitat	al tercer bloc apareix com a clau el concepte dinterseccionalitat	0.1	0.015151515151515200
valencià	és la setena ciutat de pakistan	és la setena  ciutat de pakistan	0.0	0.0
valencià	isabel vilà i pujol va ser una sindicalista nascuda a calonge i sant antoni	isabel vilà i pujol va ser una sindicalista nascuda a calonge i sant antoni	0.0	0.0
valencià	això és una frase inventada	això és una frase inventada	0.0	0.0
valencià	doncs sí que té un bon futur  l'acadèmia valenciana de la llengua	donc sí que té un bon futur  l'acadàmia valenciana de la llengua	0.16666666666666700	0.03076923076923080
valencià	el vint i tres de maig en jordi i na clara iran a torres torres	el vint i tres de maig en jordi i na clara i narà a torres torres	0.13333333333333300	0.06349206349206350
valencià	era fill d'emigrants espanyols	era fill d'emigrants espanyols	0.0	0.0
valencià	conté un esgrafiat amb dues figures grassonetes que sostenen un cistell amb fruites tropicals	conté un esgrafiat amb dues figures grassonetes que s'ostenen un cistell amb fruites tropicals	0.07142857142857140	0.010752688172043000
valencià	denham  driscoll  i altres membres de la tripulació van partir en una missió de rescat	denam  drisco i altres membres de la tripulació van partir en una missió de rescat	0.13333333333333300	0.03488372093023260
valencià	era també una gran aficionada als llibres d'història  els escacs i el cinema	era també una gran aficionada als llibres d'història  els escacs i el cinema	0.0	0.0
valencià	els altres rogues es van dispersar i van intentar passar per desapercebuts	els altres rogues es van dispersar i van intentar passar per desapercebuts	0.0	0.0
valencià	el deu d'agost na tanit i na laia aniran a potries	el deu d'agost na tanit i na laia aniran a potries	0.0	0.0
valencià	fos com fos  em vaig trobar donant li la culpa a la gussie	fos confós  em vaig trobar donant i la culpa l'agúci	0.46153846153846200	0.1896551724137930
valencià	semblava com si  de colp  hagueren perdut la veu	semblava com si de colp haguerem perdut la veu	0.1111111111111110	0.020833333333333300
valencià	la segona i la sisena etapa estaven dividides en dos sectors	la segona i la sisena etapa estaven dividides en dos sectors	0.0	0.0
valencià	els elfs domèstics solen ser explotats per part d'algunes famílies	els elfs domèstics solen ser explotats per part d'algunes famíliess	0.1	0.0
valencià	per sant jordi en biel i en nico aniran a senan	per sant jordi en biel i en nico aniran a senan	0.0	0.0
valencià	com ho puc fer per anar al carrer berga cantonada topazi	com ho puc fer per anar al carrer berga cantonada topàssin	0.09090909090909090	0.07142857142857140
valencià	afegeix a l'agenda el número de la kira vaz  sis  noranta  trenta tres  trenta quatre  vint i tres	afegeix a l'agenda el número de laqira bas  sis  noranta  trenta tres  trenta quatre  vint i tres	0.16666666666666700	0.04081632653061220
valencià	pertanyia a una família modesta d'origen castellà	pertanyia a una família modesta d'origen castellà	0.0	0.0
valencià	hi ha algun negoci al carrer port de tarragona cantonada port de tarragona	hi ha algun negoci al carrer port de tarragona cantonada port de tarragona	0.0	0.0
valencià	a l'amor i al gaspatxo  donar los foc borratxo	a lamor i el gaspatxo donarles forc borraxo	0.6666666666666670	0.13043478260869600
valencià	prou sabeu com era querefont  quina passió portava a tot allò que emprenia	pro ho sabeu com era quedefont  quina passió portava a tot allò qu em prenia	0.46153846153846200	0.08108108108108110
valencià	en el seu lloc d'origen també s'usa com fertilitzant dels sòls	en el seu lloc d'origen també s'usa confertilitzant tels sòls	0.2727272727272730	0.04838709677419360
valencià	a continuació us donem uns quants consells	a continuació us donem uns quants consells	0.0	0.0
valencià	un noi jove amb un quimono salta fent un cop de peu	un noi jove amb un quimono salta fent un cop de peu	0.0	0.0
valencià	cal captenir se correctament envers tothom	cal abtenir se correctament en vers tothom	0.5	0.07142857142857140
valencià	va ser la manera més bonica i autèntica de col·laborar	va ser la manera més bònica i autèntica de col·laborar	0.1	0.018518518518518500
valencià	durant la major part de la seva existència  fou un escó unionista	durant la major part de la seva existència fou un escó unigonista	0.08333333333333330	0.015384615384615400
valencià	el deliri havia anat creixent	el deliria havia anat creixent	0.2	0.034482758620689700
valencià	després d'aquests autors no trobem cap més referència al discurs fins a l'època del renaixement	després d'aquests autors no trobem cap més referència al discurs fins a l'època del renaixement	0.0	0.0
valencià	comuna en boscos de coníferes de baixa alçada en el sud oest	com un amboscos de coníferes de baix alçaden al sud oest	0.5833333333333330	0.15
valencià	però això va motivar temps després enfrontaments entre els dos regnes	però això va motivar temps després enfrontaments entre els dos regnes	0.0	0.0
valencià	durant aquells dos anys va ser el màxim anotador d'aturades de la lliga nacional	durant aquells dos anys va ser el màxima notador d'atura des de la lliga nacional	0.2857142857142860	0.0375
valencià	l'argot de whisky pur és beguda alcohòlica	l'argot de wisk i pur és beguda 'alcohòlica	0.42857142857142900	0.09523809523809520
valencià	però que desgraciada era	però qui desgraciada era	0.25	0.041666666666666700
valencià	l'anàlisi de processos se centra en l'estudi de la dinàmica dels processos	l'anàlisi de processos se centra en l'estudi de la dinàmica dels processos	0.0	0.0
valencià	al ser alliberat  va renunciar al seu títol reial	el ser alliberat va renunciar al seu títol reial	0.1111111111111110	0.02040816326530610
valencià	venim de torà	venim de torà	0.0	0.0
valencià	va compondre molts cants per a coral  sardanes i cançons de caramelles	va compondre molts cants per a coral  sardanès i cançons de caramelles	0.08333333333333330	0.014285714285714300
valencià	caragol  treu banya	caragol  traubanya	0.6666666666666670	0.10526315789473700
valencià	dijous na dèlia i en genís iran a ondara	dijous na dèlia i en genís iran a ondara	0.0	0.0
valencià	la majoria dels limfangiomes són lesions benignes que només provoquen una massa tova i  pastosa  de creixement lent	la majoria dels l'imfamgiomes són les ions benignes que només provoquen una massa tova i pastosa de creixement lent	0.16666666666666700	0.02608695652173910
valencià	és favorable a la unió de caixmir al pakistan	és favorable a la unió de kaismir al pakistan	0.1111111111111110	0.044444444444444400
valencià	és resistent a tota mena de sòls  però prefereix els sòls calcaris  secs	és resistent a tota mena de sols  però prefereix el sòls calcaris  secs	0.15384615384615400	0.027777777777777800
valencià	per cap d'any na frida i na clàudia aniran a la platja	per cap d'any na frida i na clàudia aniran a la platja	0.0	0.0
valencià	al nord  leh  mussoorie i dehra dun van ser examinades per determinar ne la idoneïtat	al nord  le  musori idera dun van ser examinades per determinar ne la idoneïtat	0.26666666666666700	0.047058823529411800
valencià	per la determinació d'àcids grassos els mètodes que es fan servir inclouen la cromatografia	per la determinació d'àcids grassos  els mètodes que es fan servir inclouen la cromatoografia	0.07142857142857140	0.0
valencià	està sempre en qualsevol lloc	està sempre en qualsevol lloc	0.0	0.0
valencià	durant els mesos d'estiu  l'escassetat d'aigua en el campament ocasiona enormes privacions als refugiats	durant els mesos d'estiu  l'escassetat d'aigua en el campament ocasiona enormes privacions alt repujats	0.14285714285714300	0.038461538461538500
valencià	es desconeix quina va ser la resolució o terminació de l'expedient  si és que va haver n'hi	es desconeix quina va ser la resolució o terminació de l'expedient  si és que va haver ni	0.058823529411764700	0.02197802197802200
valencià	es va demanar que la missió funcionés plenament	es va demanar que la missió funcionés prenament	0.125	0.02127659574468090
valencià	excel·lents genets arquers  veloços i decidits  de tàctica impredictible  van estendre la por per l'imperi	excel·lents gènets arquers  veloços i decidits de tàctica impredictible  van estendre la port per l'imperi	0.13333333333333300	0.018867924528301900
valencià	una dona caminant sota la pluja  amb una camisa negra	una dona caminant sota la plutja amb una camisa negra	0.1	0.018867924528301900
valencià	de què servia el gènere de la farsa	de què servia al gènere de la farsa	0.125	0.02857142857142860
valencià	és molt espès  aquell home	és molt espés  aquell home	0.2	0.038461538461538500
valencià	graonada de tres graons vuitavats  plantada sobre la roca natural	graonada de tres graons vuitavats  plantada sobre la roca natural	0.0	0.0
valencià	creuen en la possibilitat del sexe sense amor	creüent en la possilitat del saxa sense amor	0.375	0.1111111111111110
valencià	els experts el consideren digne d'haver ocupat els càrrecs més alts de responsabilitat	els experts el consideren digne d'haver ocupat els càrrecs més alts de responsabilitat	0.0	0.0
valencià	els frares van ser sovint perseguits i sotmesos a atacs per grups de lladres	els frares van ser suvinuts perseguits i sonmesos atacs per grups de lladres	0.21428571428571400	0.06578947368421050
valencià	qui va cridar que aviat moriria laura	qui va cridar que haviat moriri a laura	0.42857142857142900	0.05405405405405410
valencià	la llavor és ovoide	la llavor és oboide	0.25	0.05263157894736840
valencià	estava molt feliç perquè m'ho haguessin demanat	estava molt feliç perquè mhohavuessin demanat	0.2857142857142860	0.06382978723404260
valencià	molta gent a un festival a l'aire lliure	molt agenta un festival a l'aire lliure	0.375	0.075
valencià	els pèls ramificats són unicel·lulars	els pèls framnificats són unicel·lulars	0.2	0.05405405405405410
valencià	aquesta armada però  no arribaria mai a atacar la ciutat  gràcies a la verge maria	aquesta armada  però  no arribaria mai a atacar la ciutat  gràcies a la verga maria	0.06666666666666670	0.012195121951219500
valencià	tot connectat per una extensa xarxa de túnels	tot connectat per una extensa xarxa de túnels	0.0	0.0
valencià	es troba des de taiwan fins a les filipines	es troba des de taiwan fins a les filipines	0.0	0.0
valencià	vaig assegurar me que tot rutllava	vaig assegurar me que tot rutllava	0.0	0.0
valencià	diumenge en sam irà a la platja	diumenge en sam irà a la platja	0.0	0.0
valencià	demà passat en joel irà a la biblioteca	demà passat en joel irà a la biblioteca	0.0	0.0
valencià	mira'm quina és la millor manera d'anar del carrer de la mercè al carrer de bartomeu pi	mira'm quina és la millor manera d'anar del carrer de la nercè al carrer de bartomeu pi	0.058823529411764700	0.011494252873563200
valencià	aquesta  junt amb fets fabulosos i exagerats  inclou molta informació valuosa sobre països desconeguts	aquesta  juntefets fabulosos i exaterats  inclou molta informatció valuose sobre paixos desconeguts	0.5	0.09803921568627450
valencià	annex realment important i que modifica l'aspecte general de la façana	annex realment important i que modifica l'aspecte general de la façana	0.0	0.0
valencià	la mesquita disposava d'un hospital  escola i banys públics	la mesquita disposava d'un hospital  escola i banys públics	0.0	0.0
valencià	però els dos nens no hi són acceptats	però els dos nens no hi són acceptats	0.0	0.0
valencià	els polítics solen fer moltes concessions a l'opinió pública	els polítics solen fer moltes concessions a l'opinió pública	0.0	0.0
valencià	el vint i nou de febrer na jana vol anar a visitar mon oncle	el vint i nou de febrer na jana vol anar a visitar mon oncle	0.0	0.0
valencià	els individus adults tenen uns deu centímetres de diàmetre	els individus adults tenen uns deu centímetres de diàmetre	0.0	0.0
valencià	la va obrir	la va obrir	0.0	0.0
valencià	l'empresa vol ampliar les seves operacions a combustible alternatiu per vehicles	l'empresa vol ampliar les seves operacions a combustible alternatiu per vehicles	0.0	0.0
valencià	el meu pare es diu nil mira  ema  i  erra  a	el mou pare es diu nil mira  ema  i  erra  a	0.09090909090909090	0.022727272727272700
valencià	vivaç  atent i amb una expressió facial que denota intel·ligència  lleial i molt fidel	vivaç  atenc i amb una expessió ofacial que denota intel·ligència  lleial i molt fidel	0.21428571428571400	0.03488372093023260
valencià	va ser condecorada amb la legió d'honor pel govern francès	va ser condecorada amb la legió d'honor pel govern francès	0.0	0.0
valencià	dissabte na nàdia i na martina volen anar d'excursió	dissabte na nàdia i na martina volen anar d'excursió	0.0	0.0
valencià	joan roca i casals és un escriptor nascut a vic	joan roca i casals és un escriptor nascut a vic	0.0	0.0
valencià	o pel rei   li ha etzibat	o pel rei  li ha encipat	0.16666666666666700	0.12
valencià	què hi trobem a l'església de sant ildefons	què hi trobem a l'església de sant ilde fons	0.25	0.023255813953488400
valencià	és el primer veneçolà nunci apostòlic de la santa seu	és el primer veneçolà nunci apostòlic de la santa seu	0.0	0.0
valencià	el llenguatge estava orientat a clients més tècnics amb experiència en programació	el llenguage éestava orientat aciients més tècnics amb experiència en programació	0.3333333333333330	0.04878048780487810
valencià	tampoc li agradava gaire posar hi els que sortien carabassals  deia que amb els bons la confitura sortia millor	tampoc li agradava gaire posar hi els que sortien carabassals  deia que amb els bons la confitura sortia millor	0.0	0.0
valencià	simplement firmi aquí i ho organitzaré tot per a tu	simplement firmi aquí i ho organitzaré tot per a tu	0.0	0.0
valencià	els murs són fets amb maçoneria	els murs són fets amb maçoneria	0.0	0.0
valencià	posteriorment fitxa pel real avilés industrial	posteriorment fitxa pel real ariles industrialt	0.3333333333333330	0.06521739130434780
valencià	com va anar el partit de la tarda	com va anar al partit de la tarda	0.125	0.030303030303030300
valencià	ànecs i altres ocells aquàtics  en canvi  treuen profit d'aquesta nova font d'aliments	ànexs i altres ocells aquàtics  en canvi  treuen profit d'aquesta nova font d'aliments	0.07692307692307690	0.011627906976744200
valencià	el músic nile rodgers té una casa de vacances a l'illa	el músic nele rogers té una casa de vacances a l'illa	0.18181818181818200	0.037037037037037000
valencià	no la torne a veure mai més	no la torni a veure mai més	0.14285714285714300	0.037037037037037000
valencià	es troba al japó  austràlia  nova caledònia  taiwan i palau	es troba al japó  a austràlia  nova caledònia  taiwan i palau	0.1	0.01694915254237290
valencià	aquella notícia va servir de pastura a la curiositat	aquella notícia va servir de pastura a la curiositat	0.0	0.0
valencià	he d'anar a manises amb autobús dijous a la nit	he d'anar a manises amb autobús dijous a la nitaststll	0.1	0.10638297872340400
valencià	va ser publicat per hi tec software	va ser publicat per hihteg softwer	0.42857142857142900	0.11428571428571400
valencià	el seu pare era el cinquè fill  el més jove  del primer ministre sir robert peel	el seu pare era el cinquè fill  pel més jove  del primer ministre sasova pir	0.25	0.15
valencià	el poble es troba dins del municipi de sherwood  a prop del riu saint joseph	el poble es troba dins del municipi de sharood  a prop del riu sain josep	0.2	0.05263157894736840
valencià	els nans nous són la darrera comparsa que actua a la plaça	els nans nous són la drera comparsa que actua a la plaça	0.08333333333333330	0.017241379310344800
valencià	eren una aristocràcia amb un gran poder com a conjunt però poc poder individualment	eren una anistòcràcia amb un gran poder com a conjunt però poc poder individualment	0.07142857142857140	0.024096385542168700
valencià	a més d'anglès  també parla francès  alemany i grec	a més d'anglès  també parla francèsc alemany i grec	0.1111111111111110	0.0196078431372549
valencià	què hi ha pendent per a l'any vinent	què hi ha pendent per a l'any vinent	0.0	0.0
valencià	arriba al resultat partint d'uns fragments difícilment classificables  però de caràcter unitari	arriba al resultat partint d'uns fragments difícilment classificables  però de caràcter unitari	0.0	0.0
valencià	rectificar el domicili del titular de la línia de telèfon	ractificà el domicili del titular de la línia de telèfon	0.1	0.05263157894736840
valencià	el vint i tres de maig he d'anar a santa eugènia de berga amb autobús	el vint i tres de maig he d'anar a santa eugènia de bérgamb autobús	0.13333333333333300	0.028985507246376800
valencià	les violacions són el menyspreu de les normes i procediments	les violacions són el menys preu de les normes i psediments	0.3	0.06666666666666670
valencià	només valència i niebla no van reconèixer la seva autoritat	només valència i niebla no van reconèixer la seva autoritat	0.0	0.0
valencià	fou president del cercle artístic de sant lluc	fou president del cercle artístic de sant lluc	0.0	0.0
valencià	s'ha suggerit que l'obra posseeix un caràcter evocador  fins i tot tardorenc	s'ha suggerit que l'obra posseïx un caràcter ibocador fins i tot cardorenc	0.25	0.05263157894736840
valencià	els processos i els sistemes també poden ser automatitzats	els processos i els sistemes també poden ser automatitzats	0.0	0.0
valencià	altres plats típics d'andorra en general són el conill amb tomàquet i el xai rostit	altres plats típics d'andorra general són el conill ambtomàquet i el xai rostit	0.2	0.03614457831325300
valencià	quina botiga hi ha a la plaça del carme número quaranta sis	quina botiga hi ha a la plaça del carme número quaranta sis	0.0	0.0
valencià	el crit que ho engega tot a rodar  en boca d'agustí villaronga	el crit que ho engega tot a roda enboca d'agust billaronga	0.4166666666666670	0.06451612903225810
valencià	lluna plena es menja els núvols	lluna plena es menja als molts	0.3333333333333330	0.16129032258064500
valencià	analitzador bidireccional que realitza l'ajust	analitzador vidireccional que realitza l'ajust	0.2	0.021739130434782600
valencià	els suburbis d'estocolm són llocs amb un rerefons cultural molt divers	els suburbis d'estocolm són llocs amb un rere fons cultural molt divers	0.18181818181818200	0.014285714285714300
valencià	ah d'acord  i tu quina em recomanaries	a  d'acord i tu quinem recomanaries	0.42857142857142900	0.07894736842105260
valencià	igualment  van seguir execucions de concerts amb el mateix èxit en moltes ciutats europees	igualment van seguir execucions de concerts amb el mateix èxit en moltes ciutats europees	0.0	0.0
valencià	també és usat com a reactiu per a la producció d'altres compostos químics o materials	també és usat com a reactiu per a la producció d'altres compostos químics o materials	0.0	0.0
valencià	som  immortals	sóm immortals	0.5	0.07142857142857140
valencià	t'apropes a diversos indrets marítims	tà pròpies de diversos indrets marítims	0.6	0.16216216216216200
valencià	també ha participat en una dotzena d'obres de teatre i ha protagonitzat diversos curtmetratges	també ha participat en una dotzena d'obres de teatre i ha protagonitzat diversos curmetrages	0.07142857142857140	0.02127659574468090
valencià	es pot anar a paterna sense agafar el metro	es pot anar a paterna sense agafar el metros	0.1111111111111110	0.023255813953488400
valencià	les prostitutes eren esclaves  normalment gregues i orientals	les prostitutes eren esclaves  nolmament gregues i orientals	0.125	0.03278688524590160
valencià	anteriorment fou el nom d'un regne	anteriorment fou el nom d'un regne	0.0	0.0
valencià	va arribar l'automòbil i vaig sentir l'explosió d'una bomba	va arribar l'automòbil i vaig sentir l'explosió d'una bomba	0.0	0.0
valencià	va encapçalar la carrera fins a vuit voltes del final  quan el seu motor va fallar	va encapçalar la carrera fins a vuit voltes del final quan el seu motor va fallar	0.0	0.0
valencià	s'aprofita l'altra mitja pel culte	s'aprofita a l'altre mitja pel culte	0.4	0.058823529411764700
valencià	jo no deia res	jo no deia res	0.0	0.0
valencià	dimecres na maria i en garbí volen anar a santa cristina d'aro	dimecres na maria i en garbí volen anar a santa cristina d'aro	0.0	0.0
valencià	aquesta separació es basà en indicis genètics i morfològics	aquesta separació es basà en indicis genètics i morfològics	0.0	0.0
valencià	al peu d'aquella farmàcia	el peu d'aquella farnàcia	0.5	0.08
valencià	cada filera horitzontal de llistons té una separació al voltant de les fileres veïnes	cada filera horitzontal de llistons té una separació al voltant de les fileres veïnes	0.0	0.0
valencià	altres classifiquen certs tipus com una forma no invasiva de càncer	altres classifiquen certs tipus com una forma no invasiva de càncer	0.0	0.0
valencià	els quatre quartos que tinc eren per a ell  però ara    s'ha acabat	els quatre quartos que tinc eren per a ell  però ara s'ha acabat	0.0	0.0
valencià	les obres no es van acabar	les obres no es van acabar	0.0	0.0
valencià	els gossos lladren  ja han ensumat l'amo	els gossos lladren  ja n ensumat l'amo	0.14285714285714300	0.05
valencià	el cuiner s'arrupeix darrere la caldera	el cuiner s'arrupeix darrere la caldera	0.0	0.0
valencià	les dimensions i equipament del teatre permetien de fer hi grans espectacles	les dimensions i equi pament del teatre permetien de fer hi grans espectacles	0.16666666666666700	0.013157894736842100
valencià	com es fa per anar del carrer de pau alcover a la plaça de santa engràcia	com es fa per anar del carrer de pab alcover a la plaça de santa engràcia	0.0625	0.0136986301369863
valencià	les reines mare ruandeses eren poderoses políticament	les reines mares ruandeses eren poderoses políticament	0.14285714285714300	0.018867924528301900
valencià	el centre de cultura i patrimoni està situat a castlebay  al costat de l'escola comunitària de castlebay	el centre de cultura i patrimoni està situat a castlbay  al costat de l'escola comunitaria de castlbay	0.17647058823529400	0.028846153846153800
valencià	també va treballar amb gary gottfredson en uns quants inventaris nous	també va treballar amb gary godfredson en uns quants inventaris nous	0.09090909090909090	0.028985507246376800
valencià	eren coses que es feien amb un posat transcendent i preludiat de dies de frenètica preparació	eren coses que esqeie amb un posat transcendent i preludiat de vies de fenètica pretansió	0.3125	0.0967741935483871
valencià	per sant jordi na damià i en lluc van a maó	per sant jordi na damià i en lluc van a maó	0.0	0.0
valencià	lluís planagumà ramos és un entrenador de futbol nascut a barcelona	lluís planagumà ramos és un entrenador de futbol nascut a barcelona	0.0	0.0
valencià	valoració del reequilibri territorial que aporta el projecte  trenta punts com a màxim	valoració del reequilibri territorial que aporta el projecte trenta punts com a màxim	0.0	0.0
valencià	reserva'm un bitllet de tren per anar a verdú demà passat a un quart i mig d'onze	reserva'n un bitllet de tren per anar a verdú demà passat a un quart i mig d'onze	0.058823529411764700	0.012345679012345700
valencià	llamp del sostre	jamp del sostre	0.3333333333333330	0.125
valencià	el vi a glops i l'aigua a raig	el via glops i l'aigua a raig	0.25	0.03333333333333330
valencià	la diòcesi comprèn la part nord est de la província de granada	la diòcesi comprèn la part nord est de la província de granada	0.0	0.0
valencià	a torres d'alàs  verdulaires	a torres d'alàs  verdulaires	0.0	0.0
valencià	també fou en aquest moment que se saquejà l'església i les propietats de particulars	també fouen aquest moment que se saquejà l'església i les propietats de particulars	0.14285714285714300	0.011904761904761900
valencià	és la causa i el fi de totes les coses  tot ve del poble i tot hi torna	és la causa i el fill de totes les coses  tot ve del poble i tot hi torna	0.05555555555555560	0.028169014084507000
valencià	ara es fan generalment amb conductes prefabricats de formigó  amb diferents tipus de secció transversal	ara es fan generalment amb conductes prefabricats de formigó  amb diferents tipus de secció transversal	0.0	0.0
valencià	el cinturó de ronda d'una ciutat	el cinturó de ronda d'una ciutat	0.0	0.0
valencià	treure foc pels queixals	treure foc pels queixals	0.0	0.0
valencià	fill seu fou ferran fabra i puig	fill seu fou ferran fabra i puig	0.0	0.0
valencià	la sociologia no es redueix a la recopilació i exposició de dades empíriques	la sociologia no es reduïx a la recopilació i exposició de dades impíriques	0.15384615384615400	0.039473684210526300
valencià	en el parc oest  les edificacions que poden realitzar se seran complementàries a l'ús d'esplai i oci	en el parg oest  les edificacions que poden realitzar se seran complementàries a l'ús d'esplai i osi	0.11764705882352900	0.02
valencià	mentrestant  les persones que apareixien sempre seguien una ruta	mentrestant  les persones que apareixen sempre seguien una ruta	0.1111111111111110	0.015625
valencià	els parcs industrials de harlingen i el port de harlingen tenen accés directe al tren	els parcs industrials de harlingen i el port de harlingen tenen accés directe al tren	0.0	0.0
valencià	però s'accentuen els enfrontaments entre els grups clandestins	però s'accentuen els enfrontaments entre els grups clandestins	0.0	0.0
valencià	per cap d'any na lea irà a la platja	per cap d'any na lea irà a la platja	0.0	0.0
