Dialect	Target	ASR Output	WER	CER
valencià	isabel vilà i pujol va ser una sindicalista nascuda a calonge i sant antoni	isabel vila i pujol va ser una sindicalista nascuda a calonge i sant antonis	0.14285714285714300	0.02666666666666670
valencià	això és una frase inventada	això és una frase inventada	0.0	0.0
valencià	doncs sí que té un bon futur  l'acadèmia valenciana de la llengua	doncsí que té u bon futur lacadèmia valenciana de la llengua	0.3333333333333330	0.046153846153846200
valencià	el vint i tres de maig en jordi i na clara iran a torres torres	el vint i tres de maig en jordi i na clara inarà a porestorres	0.2	0.07936507936507940
valencià	era fill d'emigrants espanyols	era fill d'emigrants espanyols	0.0	0.0
valencià	conté un esgrafiat amb dues figures grassonetes que sostenen un cistell amb fruites tropicals	compté un esgrafiat amb dues figures grasonetes que sostenen un cistell amb fluites tropicals	0.21428571428571400	0.03225806451612900
valencià	denham  driscoll  i altres membres de la tripulació van partir en una missió de rescat	denam driscol i altres membres de la tripulació van partir en una missió de rescat	0.13333333333333300	0.011627906976744200
valencià	era també una gran aficionada als llibres d'història  els escacs i el cinema	era també una gran aficionada als llibres d'història  els escacs i el cinema	0.0	0.0
valencià	els altres rogues es van dispersar i van intentar passar per desapercebuts	els altres rogues es van dispersar i van intentar passar per desapercebuts	0.0	0.0
valencià	el deu d'agost na tanit i na laia aniran a potries	el deu d'agost na tanit i na laia aniran a potries	0.0	0.0
valencià	fos com fos  em vaig trobar donant li la culpa a la gussie	es comfos em vaig trobar donant hi la culpala guci	0.6153846153846150	0.15517241379310300
valencià	semblava com si  de colp  hagueren perdut la veu	semblava com si de colp hagueren perdut la veu	0.0	0.0
valencià	la segona i la sisena etapa estaven dividides en dos sectors	la segona i la sisena etapa estaben dividides en dos sectors	0.09090909090909090	0.016666666666666700
valencià	els elfs domèstics solen ser explotats per part d'algunes famílies	els elfs domèstics solen ser desplotats per part d'algunes famílies	0.1	0.030303030303030300
valencià	per sant jordi en biel i en nico aniran a senan	per sant jordi en biel i en nico aniran a senan	0.0	0.0
valencià	com ho puc fer per anar al carrer berga cantonada topazi	com ho puc fer per anar al carrer berga cantonada topassi	0.09090909090909090	0.03571428571428570
valencià	afegeix a l'agenda el número de la kira vaz  sis  noranta  trenta tres  trenta quatre  vint i tres	afegeix a l'agenda el número de la kuira bas  sis  noranta  trenta tres  trenta quatre  vint i tres	0.1111111111111110	0.030612244897959200
valencià	pertanyia a una família modesta d'origen castellà	pertanyia a una família modesta d'origen castellà	0.0	0.0
valencià	hi ha algun negoci al carrer port de tarragona cantonada port de tarragona	hi ha algun negoci al carrer port de tarraona cantonada port de tarragona	0.07692307692307690	0.013513513513513500
valencià	a l'amor i al gaspatxo  donar los foc borratxo	a la mor i el gaspatxo  donar los poc morratxo	0.5555555555555560	0.10869565217391300
valencià	prou sabeu com era querefont  quina passió portava a tot allò que emprenia	perou sabeu com era kuereont  quina passió portava a tot allò que em prenia	0.3076923076923080	0.05405405405405410
valencià	en el seu lloc d'origen també s'usa com fertilitzant dels sòls	en el seu lou d'origen també s'usa com fertilitzant dels sòls	0.09090909090909090	0.016129032258064500
valencià	a continuació us donem uns quants consells	a continuació us donem uns quants consells	0.0	0.0
valencià	un noi jove amb un quimono salta fent un cop de peu	un noi jove amb un quimono salta fent un cop de peu	0.0	0.0
valencià	cal captenir se correctament envers tothom	cal captenir se correctament en vers tothomaa	0.5	0.07142857142857140
valencià	va ser la manera més bonica i autèntica de col·laborar	va ser la manera més bònica i autèntica de col·laborar	0.1	0.018518518518518500
valencià	durant la major part de la seva existència  fou un escó unionista	durant la major part de la seva existència fou un escó unionista	0.0	0.0
valencià	el deliri havia anat creixent	el deliria havia anat creixent	0.2	0.034482758620689700
valencià	després d'aquests autors no trobem cap més referència al discurs fins a l'època del renaixement	després d'aques autors  no trobem cap més referència al discurs fins a l'època del renaixementss	0.13333333333333300	0.031578947368421100
valencià	comuna en boscos de coníferes de baixa alçada en el sud oest	com unen boscos de coníferes de baixa alçad en al sud oest	0.3333333333333330	0.08333333333333330
valencià	però això va motivar temps després enfrontaments entre els dos regnes	però això va motivar temps després enfrontaments entre els dos regnesss	0.09090909090909090	0.0
valencià	durant aquells dos anys va ser el màxim anotador d'aturades de la lliga nacional	durant aquells dos anys va ser el màximanotador daturades de la lliga nacional	0.21428571428571400	0.025
valencià	l'argot de whisky pur és beguda alcohòlica	la rgot de wiskh i pur és beguda alcolica	0.7142857142857140	0.16666666666666700
valencià	però que desgraciada era	però qui desgraciada era	0.25	0.041666666666666700
valencià	l'anàlisi de processos se centra en l'estudi de la dinàmica dels processos	l'anàlisi de processos se centra en l'estudi de la dinàmica dels processos	0.0	0.0
valencià	al ser alliberat  va renunciar al seu títol reial	al cer alliberat va renunciar al seu títol reial	0.1111111111111110	0.02040816326530610
valencià	venim de torà	venim de torà	0.0	0.0
valencià	va compondre molts cants per a coral  sardanes i cançons de caramelles	va compondre molts cans per a coral  sardanes i cançons de caramelles	0.08333333333333330	0.014285714285714300
valencià	caragol  treu banya	caragol trou banya 	0.3333333333333330	0.10526315789473700
valencià	dijous na dèlia i en genís iran a ondara	dijous na dèlia i en genís iran a ondara	0.0	0.0
valencià	la majoria dels limfangiomes són lesions benignes que només provoquen una massa tova i  pastosa  de creixement lent	la majoriat des l'infamgió mes són les ions benignes que només provoquen una massa tova i pastosa de creixement lent	0.3333333333333330	0.06956521739130440
valencià	és favorable a la unió de caixmir al pakistan	és favorable a la unió de cua esmira al pakistan	0.2222222222222220	0.1111111111111110
valencià	és resistent a tota mena de sòls  però prefereix els sòls calcaris  secs	és resistent a tota mena de sols  però prefereix els sòls calcaris  secs	0.07692307692307690	0.013888888888888900
valencià	per cap d'any na frida i na clàudia aniran a la platja	per cap d'any na frida i na clàudia aniran a la platja	0.0	0.0
valencià	al nord  leh  mussoorie i dehra dun van ser examinades per determinar ne la idoneïtat	al nord  le  musori i dera dun van ser examinades per determinarne la idonaïtat	0.4	0.058823529411764700
valencià	per la determinació d'àcids grassos els mètodes que es fan servir inclouen la cromatografia	ter la determinació d'àcids grasos els mètodes que es fan servir inclouen la cromatobràfia	0.21428571428571400	0.03296703296703300
valencià	està sempre en qualsevol lloc	està sempre en qualsevol lloc	0.0	0.0
valencià	durant els mesos d'estiu  l'escassetat d'aigua en el campament ocasiona enormes privacions als refugiats	durant els mesos d'estiu  l'escassetat d'aigua en el campament ocasiona enormes privacions af repujats	0.14285714285714300	0.04807692307692310
valencià	es desconeix quina va ser la resolució o terminació de l'expedient  si és que va haver n'hi	es desconeis quina base la resolució o terminació de l'expedient  si és que va haver mi	0.23529411764705900	0.07692307692307690
valencià	es va demanar que la missió funcionés plenament	es va demanar que la missió funcionés plenament	0.0	0.0
valencià	excel·lents genets arquers  veloços i decidits  de tàctica impredictible  van estendre la por per l'imperi	excel·dents genets arquers velossos i decidits de tàctica impredictible van estendre la por pes limperi	0.26666666666666700	0.04716981132075470
valencià	una dona caminant sota la pluja  amb una camisa negra	una dona caminant sota la pluja amb una camisa negra	0.0	0.0
valencià	de què servia el gènere de la farsa	de què servi el genere de la farça	0.375	0.08571428571428570
valencià	és molt espès  aquell home	és molt espès  aquell home	0.0	0.0
valencià	graonada de tres graons vuitavats  plantada sobre la roca natural	graonada de tres graons vuitavats  plantada sobre la roca naturala	0.1	0.015384615384615400
valencià	creuen en la possibilitat del sexe sense amor	creüent en la posiditat del saxeiènciamor	0.625	0.24444444444444400
valencià	els experts el consideren digne d'haver ocupat els càrrecs més alts de responsabilitat	els experts el consideren digne d'haver ocupat els càrrecs més alts de responsabilitat	0.0	0.0
valencià	els frares van ser sovint perseguits i sotmesos a atacs per grups de lladres	els frares van ser sofint perseguits i sotmesos atacs per grus de llatres	0.2857142857142860	0.05263157894736840
valencià	qui va cridar que aviat moriria laura	qui va cridar que haviaat moriria laura	0.14285714285714300	0.02702702702702700
valencià	la llavor és ovoide	la llavor és ovòlide	0.25	0.10526315789473700
valencià	estava molt feliç perquè m'ho haguessin demanat	estava molt feliç perquè mho haguessin demanat	0.14285714285714300	0.02127659574468090
valencià	molta gent a un festival a l'aire lliure	molta gent a un festival a l'aire lliure	0.0	0.0
valencià	els pèls ramificats són unicel·lulars	els pèls ramnificats són unicel·lulars	0.2	0.02702702702702700
valencià	aquesta armada però  no arribaria mai a atacar la ciutat  gràcies a la verge maria	aquesta armada  però no arribaria mai a atacar la ciutat  gràcies a la verge maria	0.0	0.0
valencià	tot connectat per una extensa xarxa de túnels	tot connectat per una extensa xarxa de túnels	0.0	0.0
valencià	es troba des de taiwan fins a les filipines	es troba des de taiwan fins a les filipines	0.0	0.0
valencià	vaig assegurar me que tot rutllava	vaig assegurar me que tot rotllava	0.16666666666666700	0.029411764705882400
valencià	diumenge en sam irà a la platja	diumenge en sam irà a la platja	0.0	0.0
valencià	demà passat en joel irà a la biblioteca	demà passat en joel irà a la biblioteca	0.0	0.0
valencià	mira'm quina és la millor manera d'anar del carrer de la mercè al carrer de bartomeu pi	mira'm quina és la millor manera d'anar del carrer de la mercer al carrer de bartomeupi	0.17647058823529400	0.034482758620689700
valencià	aquesta  junt amb fets fabulosos i exagerats  inclou molta informació valuosa sobre països desconeguts	aquesta  junta fets fabolosos i eaxaserats inclou molta informació valuosa sobre països desconeguts	0.2857142857142860	0.058823529411764700
valencià	annex realment important i que modifica l'aspecte general de la façana	annes realment important i que modifica l'aspecte general de la faça	0.18181818181818200	0.02857142857142860
valencià	la mesquita disposava d'un hospital  escola i banys públics	la mesquita disposava d'un hospital  escola i banys públicss	0.1111111111111110	0.0
valencià	però els dos nens no hi són acceptats	però els dos nens no hi són acceptats	0.0	0.0
valencià	els polítics solen fer moltes concessions a l'opinió pública	els polítics solen fer moltes concessions a l'opinió pública	0.0	0.0
valencià	el vint i nou de febrer na jana vol anar a visitar mon oncle	el vint i nou de febrer na jana vol anar a visitar mon oncle	0.0	0.0
valencià	els individus adults tenen uns deu centímetres de diàmetre	els individus aduts tenen uns deu centímetes de diàmetre	0.2222222222222220	0.034482758620689700
valencià	la va obrir	la va obrir	0.0	0.0
valencià	l'empresa vol ampliar les seves operacions a combustible alternatiu per vehicles	l'empresa vol ampliar les seves operacions a combustible alternatiu per vehicles	0.0	0.0
valencià	el meu pare es diu nil mira  ema  i  erra  a	el meu pare es diu mil mira  ema  i  erra  a	0.09090909090909090	0.022727272727272700
valencià	vivaç  atent i amb una expressió facial que denota intel·ligència  lleial i molt fidel	vivas atent i amb una expressió facial que de noté intel·ligència  lleial i molt fidel	0.21428571428571400	0.03488372093023260
valencià	va ser condecorada amb la legió d'honor pel govern francès	va ser com decorada amb la legió d'honor pel govern francès	0.2	0.034482758620689700
valencià	dissabte na nàdia i na martina volen anar d'excursió	dissabte na nàdia i na martina volen anar d'excursió	0.0	0.0
valencià	joan roca i casals és un escriptor nascut a vic	joan roca i casals és un escriptor nascut a vic	0.0	0.0
valencià	o pel rei   li ha etzibat	o pèl rei   li ha et cipat	0.5	0.16
valencià	què hi trobem a l'església de sant ildefons	que hi trobem a l'església de fandilde fons	0.375	0.11627906976744200
valencià	és el primer veneçolà nunci apostòlic de la santa seu	és el primer veneçola nunci apostòlic de la santa seu	0.1	0.018867924528301900
valencià	el llenguatge estava orientat a clients més tècnics amb experiència en programació	el llenguage estava orientat acients més tècnics amb experiència en programació	0.25	0.036585365853658500
valencià	tampoc li agradava gaire posar hi els que sortien carabassals  deia que amb els bons la confitura sortia millor	tampoc li agradava gaire posar hi els que sortien caravessals  d'ella que amb els bons la confitura sortia millor	0.10526315789473700	0.04504504504504500
valencià	simplement firmi aquí i ho organitzaré tot per a tu	simplement firmi aquí i ho organitzaré tot per a tu	0.0	0.0
valencià	els murs són fets amb maçoneria	els murs són fets amb maçoneria	0.0	0.0
valencià	posteriorment fitxa pel real avilés industrial	posteriorment fixa pelrea la vilèsa illustrial	0.8333333333333330	0.1956521739130440
valencià	com va anar el partit de la tarda	om va anar el partit e la tarda	0.25	0.06060606060606060
valencià	ànecs i altres ocells aquàtics  en canvi  treuen profit d'aquesta nova font d'aliments	annecs i altres ocells aquàtics en canvi  treuen profit d'aquesta nova font d'aliments	0.07692307692307690	0.011627906976744200
valencià	el músic nile rodgers té una casa de vacances a l'illa	el músic niele rogers té una casa de vacances a l'illa	0.18181818181818200	0.037037037037037000
valencià	no la torne a veure mai més	no la torne a veure mai més	0.0	0.0
valencià	es troba al japó  austràlia  nova caledònia  taiwan i palau	es troba al japó a austràlia  nova caledònia  taiwan i palau	0.1	0.01694915254237290
valencià	aquella notícia va servir de pastura a la curiositat	aquella notícia va servir de pastura a la curiositat	0.0	0.0
valencià	he d'anar a manises amb autobús dijous a la nit	he d'anar a manises amb autobús dijous a la nit	0.0	0.0
valencià	va ser publicat per hi tec software	va ser publicat per hitek softe	0.42857142857142900	0.14285714285714300
valencià	el seu pare era el cinquè fill  el més jove  del primer ministre sir robert peel	el seu pare er el cinquè fille  el més jove del primer ministre s'es robapil	0.3125	0.1375
valencià	el poble es troba dins del municipi de sherwood  a prop del riu saint joseph	el pobl es troba dins del municipi de seewud  a prop del riu seinejosef	0.26666666666666700	0.13157894736842100
valencià	els nans nous són la darrera comparsa que actua a la plaça	els nans nous són la darrera compar sa que actua a la plaça	0.16666666666666700	0.017241379310344800
valencià	eren una aristocràcia amb un gran poder com a conjunt però poc poder individualment	eren una ristocràcia amb un gran poder com a conjunt però poc poder individualment	0.07142857142857140	0.012048192771084300
valencià	a més d'anglès  també parla francès  alemany i grec	a més d'anglès  també parla francès a alemany i grec	0.1111111111111110	0.0196078431372549
valencià	què hi ha pendent per a l'any vinent	què hi ha pendent  per a l'anvinet	0.25	0.08333333333333330
valencià	arriba al resultat partint d'uns fragments difícilment classificables  però de caràcter unitari	arriba al resultat partint d'uns fragments difícilment classificables  però de caràcter unitarisaaaaa	0.08333333333333330	0.05263157894736840
valencià	rectificar el domicili del titular de la línia de telèfon	rectificar el domicili del titular de la línia de telèfon	0.0	0.0
valencià	el vint i tres de maig he d'anar a santa eugènia de berga amb autobús	el vint i tres de maig he d'anar a santa eugènia de berga amb autobús	0.0	0.0
valencià	les violacions són el menyspreu de les normes i procediments	les violacions són el migspreu de les lormes i cediments	0.3	0.11666666666666700
valencià	només valència i niebla no van reconèixer la seva autoritat	només valència i niebla no van reconèixer la seva autoritat	0.0	0.0
valencià	fou president del cercle artístic de sant lluc	fou president del cercle artístic de sant lluc	0.0	0.0
valencià	s'ha suggerit que l'obra posseeix un caràcter evocador  fins i tot tardorenc	s'ha suggerit que l'obra possex un caràctere vocador fins i tot cardorenc	0.3333333333333330	0.05263157894736840
valencià	els processos i els sistemes també poden ser automatitzats	els processos i els sistemes també poden ser automatitzats	0.0	0.0
valencià	altres plats típics d'andorra en general són el conill amb tomàquet i el xai rostit	altres plats típics d'andorra en general són el cunill amb tomàquet i el cai rostit	0.13333333333333300	0.024096385542168700
valencià	quina botiga hi ha a la plaça del carme número quaranta sis	quina botiga hi ha a la plaça del carme número quaranta sis	0.0	0.0
valencià	el crit que ho engega tot a rodar  en boca d'agustí villaronga	el crit que ho engega tota rodà  enboca d'agustí villaronga	0.4166666666666670	0.06451612903225810
valencià	lluna plena es menja els núvols	lluna clena  es menja els viupols	0.3333333333333330	0.16129032258064500
valencià	analitzador bidireccional que realitza l'ajust	analitzador bidireccional que realitza la just	0.4	0.043478260869565200
valencià	els suburbis d'estocolm són llocs amb un rerefons cultural molt divers	els suburbis d'estokolm són llocs amb unrere fons cultural molt divers	0.2727272727272730	0.04285714285714290
valencià	ah d'acord  i tu quina em recomanaries	ah d'acord  i tu quinem recomanaries	0.2857142857142860	0.05263157894736840
valencià	igualment  van seguir execucions de concerts amb el mateix èxit en moltes ciutats europees	igualment van seguir execucions de concerts amb el mateix èxit en moltes ciutats europees	0.0	0.0
valencià	també és usat com a reactiu per a la producció d'altres compostos químics o materials	també és usat com a reactiu per a la producció d'altres compostos químics o materials	0.0	0.0
valencià	som  immortals	som immortals	0.0	0.0
valencià	t'apropes a diversos indrets marítims	ta però pes da diversos indrets marítims	0.8	0.16216216216216200
valencià	també ha participat en una dotzena d'obres de teatre i ha protagonitzat diversos curtmetratges	també ha participat en una dotzena d'obres de teatre i ha protagonitzat diversos curt metreges	0.14285714285714300	0.031914893617021300
valencià	es pot anar a paterna sense agafar el metro	es pot anar a paterna sense agafar el metroa	0.1111111111111110	0.023255813953488400
valencià	les prostitutes eren esclaves  normalment gregues i orientals	les prostitutes eren ésclaves  normament gregues i orientals	0.25	0.03278688524590160
valencià	anteriorment fou el nom d'un regne	anteriorment fou el nom d'un regne	0.0	0.0
valencià	va arribar l'automòbil i vaig sentir l'explosió d'una bomba	va arribar l'automòbil i vaig sentir l'explosió d'una bomba	0.0	0.0
valencià	va encapçalar la carrera fins a vuit voltes del final  quan el seu motor va fallar	va encapçalar la carrera fins a vuit voltes del final  quan el seu motor va fallaraaaa	0.0625	0.024390243902439000
valencià	s'aprofita l'altra mitja pel culte	s'aprofita l'altre mitga  pel culte 	0.4	0.08823529411764710
valencià	jo no deia res	jo no deia res	0.0	0.0
valencià	dimecres na maria i en garbí volen anar a santa cristina d'aro	dimecres na maria i en garbí volen anar a santa cristina d'aro	0.0	0.0
valencià	aquesta separació es basà en indicis genètics i morfològics	aquesta separació es basa en indicis genètics i morfològics	0.1111111111111110	0.01694915254237290
valencià	al peu d'aquella farmàcia	el peu d'aquella farmàcia	0.25	0.04
valencià	cada filera horitzontal de llistons té una separació al voltant de les fileres veïnes	cada filera horitzontal de llistons té una separació al voltant de les fileres veïnesasas	0.07142857142857140	0.023529411764705900
valencià	altres classifiquen certs tipus com una forma no invasiva de càncer	altres classifiquen certs tipus com una forma no invasiva de càncer	0.0	0.0
valencià	els quatre quartos que tinc eren per a ell  però ara    s'ha acabat	els quatre quartos que tinc eren per a ell  però ara s acabats	0.15384615384615400	0.05970149253731340
valencià	les obres no es van acabar	les obres no es van acabar	0.0	0.0
valencià	els gossos lladren  ja han ensumat l'amo	els gossos lladren jahn han sumat l'amomm	0.42857142857142900	0.15
valencià	el cuiner s'arrupeix darrere la caldera	el cuiner serropeix darrere la calderaa	0.3333333333333330	0.07692307692307690
valencià	les dimensions i equipament del teatre permetien de fer hi grans espectacles	les dimensions i equipament del teatre permetien de fer hi grans espectacles	0.0	0.0
valencià	com es fa per anar del carrer de pau alcover a la plaça de santa engràcia	com es fa per anar del carrer de paualcover a la plaça de santa engràciaa	0.1875	0.0136986301369863
valencià	les reines mare ruandeses eren poderoses políticament	les reines mares ruendeses eren poderoses políticament	0.2857142857142860	0.03773584905660380
valencià	el centre de cultura i patrimoni està situat a castlebay  al costat de l'escola comunitària de castlebay	el centre de cultura i patrimoni està situat a cato bay  al costat de l'escola comunitaria de casolbe	0.23529411764705900	0.07692307692307690
valencià	també va treballar amb gary gottfredson en uns quants inventaris nous	també va treballar amb gary gotfredson en uns quants inventaris nous	0.09090909090909090	0.0
valencià	eren coses que es feien amb un posat transcendent i preludiat de dies de frenètica preparació	eren coses que es feie amb un posa tan sendent i presduiar de dies de fenetica pretalçió	0.4375	0.16129032258064500
valencià	per sant jordi na damià i en lluc van a maó	per sant jordi na damià i en lluc van a maó	0.0	0.0
valencià	lluís planagumà ramos és un entrenador de futbol nascut a barcelona	lluís planagumà ramos és un entrenador de futbol nascut a barcelona	0.0	0.0
valencià	valoració del reequilibri territorial que aporta el projecte  trenta punts com a màxim	valoració del reequilibri territorial que aporta el projecte  trenta punts com a màxim	0.0	0.0
valencià	reserva'm un bitllet de tren per anar a verdú demà passat a un quart i mig d'onze	reserva'n un bitllet de tren per anar a verdú demà passat a un quart i mig d'onzes	0.11764705882352900	0.024691358024691400
valencià	llamp del sostre	jam de lo sostre	1.0	0.3125
valencià	el vi a glops i l'aigua a raig	el via clops i l'aigua araig	0.625	0.1
valencià	la diòcesi comprèn la part nord est de la província de granada	la diòcesi comprèn la part nord est de la província de granada	0.0	0.0
valencià	a torres d'alàs  verdulaires	a torres da las  verdulaires	0.5	0.10714285714285700
valencià	també fou en aquest moment que se saquejà l'església i les propietats de particulars	també fou en aquest moment que se saquejà l'església i les propietats de particularsa	0.07142857142857140	0.011904761904761900
valencià	és la causa i el fi de totes les coses  tot ve del poble i tot hi torna	és la causa i el fi de totes les coses  tot le del poble i tot hi torna	0.05555555555555560	0.014084507042253500
valencià	ara es fan generalment amb conductes prefabricats de formigó  amb diferents tipus de secció transversal	ara es fan generalment amb comductes pre fabricats de formigó  amb diferents tipus de secció transversala	0.26666666666666700	0.02912621359223300
valencià	el cinturó de ronda d'una ciutat	el cinturo de ronda d'una ciutat	0.16666666666666700	0.03125
valencià	treure foc pels queixals	treure foc pels queixals	0.0	0.0
valencià	fill seu fou ferran fabra i puig	fise ho fou ferran fabra i puig	0.2857142857142860	0.15625
valencià	la sociologia no es redueix a la recopilació i exposició de dades empíriques	la sociologia nos reduïsa a recopilació i exposició de dades empíriques	0.3076923076923080	0.09210526315789470
valencià	en el parc oest  les edificacions que poden realitzar se seran complementàries a l'ús d'esplai i oci	i del par oest  les edificacions que poden realitzar se  seran complementàries a l'ús desplai i oci	0.23529411764705900	0.05
valencià	mentrestant  les persones que apareixien sempre seguien una ruta	mentrestant les persones que apareixen sempre seguien una ruta	0.1111111111111110	0.015625
valencià	els parcs industrials de harlingen i el port de harlingen tenen accés directe al tren	els parcs industrials de harlingen i el port de harlingen tenen accés directe al trena	0.06666666666666670	0.011764705882352900
